competition,season,round,date,kickoff_time,home_team,away_team,home_score,away_score,ht_home_score,ht_away_score,winner,home_goals_minutes,away_goals_minutes,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_xg,away_xg,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_possession,away_possession,source_name,source_url,secondary_source_url,collected_at,confidence
Brasileirão Série A,2024,2,2024-04-17,19:00,Grêmio,Athletico-PR,2,0,,,Grêmio,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,2,2024-04-17,19:02,Bragantino,Vasco,2,1,,,Bragantino,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,2,2024-04-17,19:59,Atlético-MG,Criciúma,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,2,2024-04-17,20:00,Fortaleza,Cruzeiro,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,2,2024-04-17,20:01,Juventude,Corinthians,2,0,,,Juventude,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,2,2024-04-17,20:02,Palmeiras,Internacional,0,1,,,Internacional,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,2,2024-04-17,21:30,Flamengo,São Paulo,2,1,,,Flamengo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,2,2024-04-18,21:31,Botafogo,Atlético-GO,1,0,,,Botafogo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,2,2024-06-05,20:00,Cuiabá,Vitória,0,0,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,3,2024-04-20,15:59,Fluminense,Vasco,2,1,,,Fluminense,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,3,2024-04-20,18:30,Grêmio,Cuiabá,1,0,,,Grêmio,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,3,2024-04-20,18:31,Bragantino,Corinthians,1,0,,,Bragantino,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,3,2024-04-20,21:00,Atlético-MG,Cruzeiro,3,0,,,Atlético-MG,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,3,2024-04-21,16:01,Palmeiras,Flamengo,0,0,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,3,2024-04-21,16:01,Vitória,Bahia,2,2,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,3,2024-04-21,18:06,Athletico-PR,Internacional,1,0,,,Athletico-PR,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,3,2024-04-21,18:29,Atlético-GO,São Paulo,0,3,,,São Paulo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,3,2024-04-21,18:31,Botafogo,Juventude,5,1,,,Botafogo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,3,2024-07-24,19:02,Criciúma,Fortaleza,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,4,2024-04-27,16:00,Vasco,Criciúma,0,4,,,Criciúma,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,4,2024-04-27,18:30,Cuiabá,Atlético-MG,0,3,,,Atlético-MG,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,4,2024-04-27,21:01,Bahia,Grêmio,1,0,,,Bahia,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,4,2024-04-28,11:00,Flamengo,Botafogo,0,2,,,Botafogo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,4,2024-04-28,16:00,Cruzeiro,Vitória,3,1,,,Cruzeiro,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,4,2024-04-28,16:01,Corinthians,Fluminense,3,0,,,Corinthians,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,4,2024-04-28,18:30,Fortaleza,Bragantino,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,4,2024-04-28,18:30,Juventude,Athletico-PR,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,4,2024-04-28,20:00,Internacional,Atlético-GO,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,4,2024-04-29,20:04,São Paulo,Palmeiras,0,0,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,5,2024-05-04,16:02,Fluminense,Atlético-MG,2,2,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,5,2024-05-04,18:30,Bragantino,Flamengo,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,5,2024-05-04,21:00,Corinthians,Fortaleza,0,0,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,5,2024-05-05,16:01,Athletico-PR,Vasco,1,0,,,Athletico-PR,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,5,2024-05-05,16:01,Vitória,São Paulo,1,3,,,São Paulo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,5,2024-05-05,18:30,Botafogo,Bahia,1,2,,,Bahia,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,5,2024-05-05,18:30,Cuiabá,Palmeiras,0,2,,,Palmeiras,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,5,2024-06-05,19:01,Juventude,Atlético-GO,1,0,,,Juventude,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,5,2024-08-28,19:31,Cruzeiro,Internacional,0,0,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,5,2024-09-25,19:02,Grêmio,Criciúma,1,2,,,Criciúma,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,6,2024-05-11,16:00,Flamengo,Corinthians,2,0,,,Flamengo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,6,2024-05-12,16:00,Fortaleza,Botafogo,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,6,2024-05-12,16:01,Palmeiras,Athletico-PR,0,2,,,Athletico-PR,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,6,2024-05-12,16:02,Atlético-GO,Cruzeiro,0,1,,,Cruzeiro,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,6,2024-05-12,18:31,Bahia,Bragantino,1,0,,,Bahia,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,6,2024-05-12,18:31,Vasco,Vitória,2,1,,,Vasco,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,6,2024-05-13,20:02,São Paulo,Fluminense,2,1,,,São Paulo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,6,2024-06-09,16:02,Criciúma,Cuiabá,2,5,,,Cuiabá,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,6,2024-08-14,19:30,Internacional,Juventude,2,1,,,Internacional,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,6,2024-10-09,19:31,Atlético-MG,Grêmio,2,1,,,Atlético-MG,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,7,2024-06-01,16:00,Vitória,Atlético-GO,0,2,,,Atlético-GO,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,7,2024-06-01,16:01,Grêmio,Bragantino,0,2,,,Bragantino,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,7,2024-06-01,18:30,Cuiabá,Internacional,0,1,,,Internacional,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,7,2024-06-01,18:30,Fluminense,Juventude,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,7,2024-06-01,21:00,Corinthians,Botafogo,0,1,,,Botafogo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,7,2024-06-02,16:00,Vasco,Flamengo,1,6,,,Flamengo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,7,2024-06-02,16:01,Atlético-MG,Bahia,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,7,2024-06-02,16:02,Criciúma,Palmeiras,1,2,,,Palmeiras,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,7,2024-06-02,18:31,Fortaleza,Athletico-PR,1,0,,,Fortaleza,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,7,2024-06-02,18:31,São Paulo,Cruzeiro,2,0,,,São Paulo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,8,2024-06-11,19:00,Atlético-GO,Corinthians,2,2,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,8,2024-06-11,19:02,Juventude,Vitória,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,8,2024-06-11,20:00,Botafogo,Fluminense,1,0,,,Botafogo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,8,2024-06-11,21:31,Bragantino,Atlético-MG,1,2,,,Atlético-MG,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,8,2024-06-13,19:00,Cruzeiro,Cuiabá,2,1,,,Cruzeiro,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,8,2024-06-13,20:00,Athletico-PR,Criciúma,3,1,,,Athletico-PR,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
