competition,season,round,date,kickoff_time,home_team,away_team,home_score,away_score,ht_home_score,ht_away_score,winner,home_goals_minutes,away_goals_minutes,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_xg,away_xg,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_possession,away_possession,source_name,source_url,secondary_source_url,collected_at,confidence
Brasileirão Série A,2025,2,2025-04-05,19:30,Corinthians,Vasco da Gama,3,0,,,HOME,,,6,10,,,,,1,4,3,2,,,53,47,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,2,2025-04-05,22:00,Botafogo,Juventude,2,0,,,HOME,,,16,14,,,,,3,3,2,3,,,57,43,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,2,2025-04-06,17:00,Atlético-MG,São Paulo,0,0,,,DRAW,,,25,6,,,,,12,4,2,3,,,60,40,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,2,2025-04-06,17:00,Fluminense,Red Bull Bragantino,2,1,,,HOME,,,15,17,,,,,6,6,1,0,,,46,54,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,2,2025-04-06,19:30,Internacional,Cruzeiro,3,0,,,HOME,,,24,6,,,,,9,2,1,1,,,68,32,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,2,2025-04-06,19:30,Mirassol,Fortaleza,1,1,,,DRAW,,,20,7,,,,,8,1,2,3,,,70,30,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,2,2025-04-06,19:30,Sport,Palmeiras,1,2,,,AWAY,,,9,7,,,,,6,3,6,4,,,51,49,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,2,2025-04-06,19:30,Vitória,Flamengo,1,2,,,AWAY,,,5,14,,,,,2,6,,,,,37,63,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,2,2025-04-06,21:30,Santos,Bahia,2,2,,,DRAW,,,22,10,,,,,9,3,5,2,,,55,45,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,3,2025-04-12,17:00,Juventude,Ceará,2,1,,,HOME,,,17,8,,,,,4,3,1,3,,,58,42,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,3,2025-04-12,17:00,Red Bull Bragantino,Botafogo,1,0,,,HOME,,,11,12,,,,,3,8,3,2,,,37,63,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,3,2025-04-12,19:30,Palmeiras,Corinthians,2,0,,,HOME,,,13,8,,,,,1,3,6,5,,,34,66,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,3,2025-04-12,22:00,Vasco da Gama,Sport,3,1,,,HOME,,,10,18,,,,,1,10,3,2,,,45,55,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,3,2025-04-13,17:00,Bahia,Mirassol,1,1,,,DRAW,,,17,5,,,,,10,2,2,5,,,57,43,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,3,2025-04-13,18:30,Grêmio,Flamengo,0,2,,,AWAY,,,10,8,,,,,3,4,1,2,,,39,61,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,3,2025-04-13,18:30,São Paulo,Cruzeiro,1,1,,,DRAW,,,11,15,,,,,4,6,5,6,,,57,43,Match Capital public dataset (match stats) + CBF structural validation,https://github.com/aimidas2/match-capital-1/blob/main/data/season_2025/ligas/Brasileirao_Betano_Serie_A_2025.csv,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,3,2025-04-13,20:30,Fluminense,Santos,1,0,,,HOME,,,13,4,,,,,3,3,2,4,0,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,3,2025-04-13,21:00,Fortaleza,Internacional,0,0,,,DRAW,,,10,9,,,,,5,5,6,2,1,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,3,2025-04-13,21:30,Atlético-MG,Vitória,2,2,,,DRAW,,,35,9,,,,,16,3,2,3,0,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,4,2025-04-15,22:30,Ceará,Vasco da Gama,2,1,,,HOME,,,11,11,,,,,1,2,3,4,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,4,2025-04-16,19:30,Botafogo,São Paulo,2,2,,,DRAW,,,23,14,,,,,9,4,0,4,0,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,4,2025-04-16,20:00,Mirassol,Grêmio,4,1,,,HOME,,,11,16,,,,,2,7,2,4,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,4,2025-04-16,20:00,Sport,Red Bull Bragantino,0,1,,,AWAY,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,4,2025-04-16,20:30,Corinthians,Fluminense,0,2,,,AWAY,,,10,8,,,,,7,4,2,2,0,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,4,2025-04-16,20:30,Internacional,Palmeiras,0,1,,,AWAY,,,11,12,,,,,1,6,0,1,0,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,4,2025-04-16,22:30,Flamengo,Juventude,6,0,,,HOME,,,18,4,,,,,6,0,1,1,0,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,4,2025-04-16,22:30,Santos,Atlético-MG,2,0,,,HOME,,,11,16,,,,,3,6,3,3,0,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,4,2025-04-16,22:30,Vitória,Fortaleza,2,1,,,HOME,,,15,9,,,,,5,5,1,1,0,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,4,2025-04-17,22:30,Cruzeiro,Bahia,3,0,,,HOME,,,14,7,,,,,4,5,5,2,0,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,5,2025-04-19,17:00,Corinthians,Sport,2,1,,,HOME,,,17,10,,,,,5,4,3,2,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,5,2025-04-19,19:30,Vasco da Gama,Flamengo,0,0,,,DRAW,,,6,17,,,,,2,11,2,1,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,5,2025-04-19,22:00,Grêmio,Internacional,1,1,,,DRAW,,,8,14,,,,,3,7,7,3,1,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,5,2025-04-20,12:00,Juventude,Mirassol,2,2,,,DRAW,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,5,2025-04-20,17:00,Atlético-MG,Botafogo,1,0,,,HOME,,,13,7,,,,,8,4,3,2,0,1,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,5,2025-04-20,17:00,São Paulo,Santos,2,1,,,HOME,,,6,15,,,,,5,5,7,3,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,5,2025-04-20,19:30,Fluminense,Vitória,1,1,,,DRAW,,,11,7,,,,,6,4,0,1,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,5,2025-04-20,19:30,Fortaleza,Palmeiras,1,2,,,AWAY,,,13,6,,,,,8,2,1,1,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,5,2025-04-20,21:30,Red Bull Bragantino,Cruzeiro,1,0,,,HOME,,,20,12,,,,,4,9,2,3,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,5,2025-04-21,21:00,Bahia,Ceará,1,0,,,HOME,,,13,10,,,,,3,4,2,4,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,6,2025-04-26,17:00,Internacional,Juventude,3,1,,,HOME,,,13,4,,,,,9,2,1,2,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,6,2025-04-26,19:30,Ceará,São Paulo,1,1,,,DRAW,,,7,14,,,,,3,2,2,5,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,6,2025-04-26,19:30,Mirassol,Atlético-MG,2,2,,,DRAW,,,20,16,,,,,9,7,4,2,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,6,2025-04-26,21:00,Sport,Fortaleza,0,0,,,DRAW,,,16,11,,,,,6,6,0,4,0,1,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,6,2025-04-26,22:00,Botafogo,Fluminense,2,0,,,HOME,,,15,8,,,,,6,3,4,4,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,6,2025-04-27,17:00,Flamengo,Corinthians,4,0,,,HOME,,,17,8,,,,,10,3,2,1,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,6,2025-04-27,19:30,Cruzeiro,Vasco da Gama,1,0,,,HOME,,,11,15,,,,,4,8,0,0,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,6,2025-04-27,19:30,Palmeiras,Bahia,0,1,,,AWAY,,,21,11,,,,,6,4,1,2,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,6,2025-04-27,19:30,Vitória,Grêmio,1,1,,,DRAW,,,14,11,,,,,6,2,4,1,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,6,2025-04-27,21:30,Santos,Red Bull Bragantino,1,2,,,AWAY,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,7,2025-05-02,22:30,São Paulo,Fortaleza,0,0,,,DRAW,,,14,17,,,,,5,13,2,2,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,7,2025-05-03,19:30,Ceará,Vitória,1,0,,,HOME,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
